
Subjects incorporated to date: 025
Data file started on machine PL_LABXP1

**********************************************************************
Subject 16, 04/21/2009 15:16:36 on PL_LABXP3, refresh 9.99ms, ID LS
  Item       RT
  5008    387.68
  5009    462.61
  5010    335.67
  5011    216.37
  5012    408.36
  5251   1279.65
 22000    240.05
 22001    251.51
 22002    313.60
 22003    239.75
 22004    194.82
 22005    231.92
 22006    299.47
 22007    242.71
 22008    271.85
 22009    259.73
 22010    379.56
 22011    282.83
 22012    310.11
 22013    391.58
 12000    573.70
 12001    181.67
 12002    278.84
 12003    252.73
 12004    220.41
 12005    273.69
 12006    331.63
 12007    187.91
 12008    279.62
 12009    519.36
 12010    370.81
 12011    309.64
 12012    403.65
 12013    359.58
 12014    333.30
 12015    345.79
 12251   -929.36
 20000    502.31
 20001    280.76
 20002    246.51
 20003    217.15
 20004    203.19
 20005    224.74
 20006    219.30
 20007    238.58
 20008    326.38
 20009    273.77
 20010    384.45
 20011    328.46
 20012    304.22
 20013    229.51
 20251   1072.60
130000    305.81
130001    222.35
130002    225.84
130003    243.80
130004    232.12
130005    343.49
130006    249.72
130007    387.26
130008    239.57
130009    240.80
130010    235.00
130011    432.50
130012    289.65
130013    302.18
130014    399.53
129000    321.43
129001    227.04
129002    801.59
129003    240.29
129004    236.55
129005    239.77
129006    363.80
129007    243.00
129008    274.41
129009    251.23
129010    270.31
129011    225.18
129012    315.49
129013    219.75
129014    205.03
129015    349.47
115000    341.50
115001    181.15
115002    207.07
115003    325.06
115004    369.57
115005    179.81
115006    209.56
115007    220.28
115008    223.91
115009    262.41
115010    262.76
115011    377.46
115012    199.78
115013    287.45
115014    207.71
115015    219.21
115016    380.96
115251    969.76
  6000    260.00
  6001    279.97
  6002    320.96
  6003    230.60
  6004    232.83
  6005    217.37
  6006    227.75
  6007    252.77
  6008    211.48
  6009    392.00
  6010    362.02
  6011    260.99
  6012    353.38
  6013    196.60
  6014    621.58
122000    440.29
122001    194.74
122002    353.98
122003    241.14
122004    264.75
122005    236.90
122006    262.46
122007    276.63
122008    289.96
122009    230.04
122010    232.15
122011    271.15
122012    266.38
122013    336.11
117000    374.82
117001    289.43
117002    281.02
117003    259.79
117004    279.66
117005    309.63
117006    200.74
117007    243.77
117008    234.03
117009    225.25
117010    240.35
117011    281.51
117012    303.04
117013    261.59
117014    335.38
117015    521.78
124000    369.57
124001    408.12
124002    273.57
124003    294.63
124004    286.62
124005    420.45
124006    378.42
124007    424.36
124008    319.65
124009    241.61
124010    319.63
124011    246.63
124012    418.34
124013    309.64
124014    334.00
116000    364.64
116001    442.87
116002    303.84
116003    269.68
116004    279.70
116005    245.61
116006    253.29
116007    279.70
116008    272.99
116009    264.46
116010    344.32
116011    251.27
116012    240.43
116013    246.35
116014    263.94
112000    339.60
112001    290.89
112002    311.42
112003    262.93
112004    193.03
112005    435.34
112006    272.85
112007    219.74
112008    256.13
112009    279.60
112010    269.99
112011    262.64
112012    249.44
112013    274.84
112251   1118.90
  2000    292.03
  2001    255.93
  2002    283.85
  2003    241.11
  2004    259.73
  2005    218.29
  2006    273.50
  2007    333.53
  2008    259.03
  2009    514.09
  2010    229.66
  2011    316.92
  2012    286.85
  2013    409.52
118000    392.26
118001    239.73
118002    255.15
118003    830.01
118004    236.04
118005    164.91
118006    309.64
118007    319.63
118008    689.16
118009    306.09
118010    352.84
118011    189.78
118012    289.66
118013    337.87
118014    293.90
118015    219.39
118251    975.05
119000    254.05
119001    239.72
119002    309.64
119003    256.65
119004    225.12
119005    251.86
119006    371.91
119007    253.82
119008    255.40
119009    269.69
119010    266.10
119011    244.11
119012    319.24
119013    254.23

**********************************************************************
Subject 2, 04/21/2009 11:12:09 on PL_LABXP1, refresh 9.99ms, ID JM
  Item       RT
101000   2047.37
101001    622.30
101002    593.51
101003    529.50
101004    559.80
101005    492.42
101006    460.77
101007    549.12
101008    625.68
