
Subjects incorporated to date: 017
Data file started on machine PL_LABXP1



**********************************************************************
Subject 2, 04/08/2009 10:12:52 on PL_LABXP1, refresh 9.99ms, ID ND
  Item       RT
 50000    542.35
 50001    600.06
 50002    704.78
 50003    609.06
 50004    594.59
 50005    548.66
 50006    728.42
 50007    724.75
 50008    550.45
 50009    564.47
 50010    569.49
 50011    487.59
 50012    946.17
 37000    467.07
 37001    670.13
 37002    723.69
 37003    529.91
 37004    769.00
 37005    555.64
 37006    469.40
 37007    714.16
 37008    604.49
 37009    569.27
 37010    573.16
 37011    654.11
 37012    732.31
 37013   1012.82
 58000    493.77
 58001   1016.45
 58002    454.87
 58003    500.41
 58004    599.53
 58005    931.03
 58006    588.92
 58007    665.02
 58008    629.19
 58009    502.37
 58010    548.77
 58011    591.32
 58012    629.19
 58013    603.02
 58014    674.53
 62000    858.90
 62001    684.27
 62002    819.28
 62003    501.13
 62004    751.62
 62005    546.32
 62006    539.31
 62007    560.38
 62008    552.69
 62009    542.31
 62010    472.61
 62011   1146.52
 62012    784.19
 62013    940.38
 18000    479.40
 18001    766.07
 18002    580.18
 18003    680.42
 18004    465.96
 18005    539.31
 18006    684.46
 18007    570.61
 18008    804.91
 18009    559.51
 18010    729.06
 18011    612.61
 18012    671.21
 18013    588.79
 18014    769.01
 10000    559.36
 10001    488.23
 10002    538.70
 10003    479.39
 10004   1003.98
 10005    669.14
 10006    859.24
 10007    560.77
 10008    752.91
 10009    899.80
 10010   1064.22
 10011    674.33
 10012    619.20
 10013    608.33
 10014    629.85
 10015    820.79
 41000    459.43
 41001    764.85
 41002    968.50
 41003    621.87
 41004    936.08
 41005    511.03
 41006    681.21
 41007    590.04
 41008    601.21
 41009    690.29
 41010    496.15
 41011   1082.77
 41012    542.09
 41013    519.33
 41014    758.72
117000    452.67
117001    478.23
117002    599.23
117003    553.84
117004    741.64
117005    545.45
117006    558.49
117007    578.12
117008    708.88
117009    661.01
117010   -524.10
123000    507.47
123001    403.04
123002    509.35
123003    829.99
123004    604.43
123005    471.87
123006    586.26
123007    715.82
123008    583.71
123009    921.27
123010    782.56
123011    570.79
123012    609.22
123013    634.17
123014    478.49
 57000    517.02
 57001   1030.46
 57002    515.36
 57003    750.92
 57004    530.05
 57005    509.37
 57006    542.10
 57007    882.46
 57008    549.30
 57009    519.47
 57010    513.72
 57011    626.16
 57012    707.03
 57013    663.96
 48000    355.79
 48001    716.55
 48002    771.76
 48003    551.38
 48004    801.71
 48005    680.53
 48006    726.87
 48007    723.40
 48008   1048.64
 48009    672.12
 48010    642.47
 48011    415.26
 48012    509.34
 48013    744.15
 45000    450.81
 45001    597.67
 45002    888.30
 45003    568.48
 45004    649.16
 45005    515.21
 45006   1073.01
 45007    514.99
 45008    808.96
 45009    566.47
 45010   -574.22
 33000    483.89
 33001    828.68
 33002    506.04
 33003    614.69
 33004    633.99
 33005    629.68
 33006    669.24
 33007    604.64
 33008    797.98
 33009    757.89
 33010    639.18
127000    359.35
127001    543.36
127002    542.02
127003    759.02
127004    770.66
127005    576.82
127006    498.48
127007    496.06
127008   1218.41
127009    737.33
127010    399.53
127011   1181.66
127012    531.33
127013    824.13
 67000    451.83
 67001    466.64
 67002    564.71
 67003    588.03
 67004    780.08
 67005    589.24
 67006    673.49
 67007    472.95
 67008    732.94
 67009    415.74
 67010    504.16
 67011    680.26
 67012   -475.46
 31000    439.46
 31001    798.97
 31002    636.45
 31003    478.51
 31004   1158.49
 31005    537.01
 31006    457.74
 31007    501.13
 31008    577.74
 31009    572.76
 31010    772.88
 31011    837.65
 31012    797.65
 51000    383.28
 51001    838.19
 51002    319.61
 51003   1127.65
 51004    517.48
 51005    693.61
 51006    731.26
 51007    937.99
 51008    482.25
 51009    479.42
 51010    662.69
 51011    593.49
 51012    491.86
 51013    693.11
 51014    752.23
 60000    491.02
 60001    642.17
 60002    592.07
 60003    460.25
 60004    707.35
 60005    542.58
 60006    615.97
 60007    551.85
 60008    547.00
 60009    815.73
 60010    851.64
 60011    494.09
 60012    419.50
 60013    518.49
 60014    599.26
 60015    605.98
 35000    457.07
 35001    829.92
 35002    819.66
 35003    443.47
 35004    771.91
 35005    565.59
 35006    493.26
 35007    564.75
 35008    763.42
 35009    641.12
 35010    629.28
 35011    699.11
 35012    715.73
 16000    436.69
 16001    455.22
 16002    489.41
 16003    679.01
 16004   1508.04
 16005    709.11
 16006    944.91
 16007    515.11
 16008    664.08
 16009    567.47
 16010    511.32
 16011   1288.43
 39000    350.55
 39001    532.50
 39002    557.93
 39003    513.66
 39004    887.16
 39005    729.07
 39006    484.26
 39007    482.79
 39008    458.61
 39009    609.30
 39010   1004.40
 39011    874.16
 39012    830.76
 47000    430.94
 47001    967.24
 47002    457.82
 47003    529.27
 47004    759.03
 47005    709.10
 47006    533.70
 47007    918.84
 47008   1047.39
 47009    712.81
 47010    507.97
 47011    446.27
 47012    649.20
116000    376.94
116001    490.56
116002    625.55
116003    589.27
116004    968.77
116005    578.11
116006    506.96
116007    600.70
116008    562.15
116009    549.97
116010    413.29
116011    792.90
116012   1014.86
116013    569.68
111000    350.56
111001    738.38
111002    538.11
111003    630.07
111004    337.19
111005    674.85
111006    489.23
111007    728.74
111008    491.09
111009    451.53
111010    525.93
111011    448.16
111012    540.27
111013    512.95
112000    439.54
112001    426.61
112002    640.21
112003    580.66
112004  -1025.08
 65000    402.07
 65001    908.49
 65002    578.22
 65003    740.61
 65004    606.31
 65005    376.60
 65006    467.16
 65007    714.24
 65008    751.24
 65009    660.88
 65010    741.28
 65011    486.82
 65012    619.88
 65013    633.96
 65014    643.61
 19000    323.71
 19001    539.33
 19002    626.26
 19003    495.44
 19004    619.24
 19005    386.43
 19006    873.25
 19007    439.48
 19008   -627.26
128000    454.88
128001   1180.41
128002    614.54
128003    529.59
128004    663.24
128005    567.86
128006    544.95
128007    589.53
128008    593.68
128009    452.01
128010    489.87
128011    877.06
128012    672.48
 69000    639.25
 69001    685.93
 69002    479.68
 69003    617.57
 69004    579.53
 69005    641.69
 69006    439.29
 69007    421.15
 69008    639.45
 69009    459.23
 69010    653.57
 69011    941.43
 69012    890.46
 69013    640.74
 69014    445.24
 23000    480.80
 23001    735.93
 23002   1038.89
 23003    501.91
 23004    499.92
 23005    619.11
 23006    841.15
 23007    549.58
 23008    679.41
 23009    534.69
 23010    911.78
 23011    531.68
 23012    490.92
 23013    549.62
 23014    479.68
 63000    362.41
 63001    808.13
 63002    529.60
 63003    789.25
 63004    509.67
 63005    442.95
 63006    703.75
 63007    721.27
 63008    449.46
 63009    615.80
 63010    474.60
 63011    608.95
 63012    734.63
129000    345.51
129001    858.29
129002    410.30
129003    543.15
129004    534.20
129005    449.46
129006    770.07
129007    590.14
129008   1348.25
129009    833.93
129010    848.93
129011    669.33
129012    497.52
129013    536.64
129014    664.81
 55000    490.00
 55001    407.63
 55002    689.28
 55003    440.91
 55004    574.09
 55005    439.45
 55006    702.20
 55007    446.71
 55008    709.10
 55009    515.61
 55010    488.90
 55011    450.98
 55012    579.27
 55013    924.37
 55014    481.14
 55015    539.32
 55016    392.99
124000    420.62
124001    584.30
124002    500.48
124003    719.21
124004    451.69
124005    808.98
124006    742.72
124007   -496.18
 68000    560.50
 68001    532.33
 68002    709.52
 68003    355.15
 68004    566.31
 68005    379.30
 68006    785.26
 68007    553.34
 68008    848.94
 68009    507.18
 68010   -554.97
 32000    400.44
 32001    620.93
 32002    714.03
 32003    466.33
 32004    653.58
 32005    547.41
 32006    653.79
 32007    748.43
 32008    720.41
 32009    755.67
 32010    675.63
 32011    431.53
 32012    476.01
 32013    685.47
119000    359.48
119001    469.43
119002    460.27
119003    594.99
119004    589.27
119005    739.21
119006    536.97
119007    490.27
119008    565.59
119009    671.67
119010   1245.68
119011    519.28
119012    630.27
 53000    343.30
 53001    669.17
 53002    475.41
 53003    958.78
 53004    529.22
 53005    612.69
 53006    576.83
 53007    487.11
 53008    526.76
 53009    559.25
 53010   1265.14
 53011    948.79
 53012    586.81
 53013    768.97
 53014    479.19
 15000    397.55
 15001    671.06
 15002    549.33
 15003    475.59
 15004    489.40
 15005    490.92
 15006    563.66
 15007   1025.91
 15008    464.36
 15009    547.28
 15010   1044.51
 15011    878.87
 15012    642.10
 15013    738.38
 11000    359.61
 11001    459.61
 11002    398.29
 11003    465.08
 11004    523.36
 11005    478.67
 11006    758.47
 11007    571.91
 11008    667.21
 11009    522.90
 11010    713.89
 11011   1128.55
 11012    516.76
 30000    374.05
 30001    812.92
 30002    479.41
 30003    540.73
 30004    995.99
 30005    493.70
 30006    619.73
 30007    711.81
 30008   1172.93
 30009    988.67
 30010    862.14
 30011    479.99
 30012    573.38
 30013    710.48
120000    369.04
120001    669.16
120002    499.40
120003    574.78
120004    492.23
120005    512.36
120006    612.71
120007    507.73
120008    606.40
120009    612.85
120010    840.85
120011   1128.25
120012    699.13
120013    656.71
 14000    389.56
 14001    569.28
 14002    410.78
 14003    442.07
 14004    711.92
 14005    485.73
 14006    542.58
 14007    468.21
 14008    399.52
 14009    390.31
 14010    765.75
 14011    504.89
 14012    519.34
 14013    699.13
 14014    773.31
131000    410.90
131001    628.33
131002    523.09
131003    987.25
131004    469.42
131005    759.03
131006    488.94
131007   1423.70
131008    339.72
131009    442.94
131010    658.18
131011    683.27
131012    459.50
131013    747.50
131014    707.79
 59000    494.96
 59001    898.87
 59002    431.22
 59003    510.01
 59004    773.51
 59005    837.65
 59006  -1478.10
  6000    882.51
  6001    488.96
  6002    619.30
  6003    634.35
  6004    482.75
  6005    386.56
  6006    583.44
  6007    503.24
  6008    487.64
  6009    452.18
  6010    431.50
  6011    637.83
  6012    384.35
  6013    788.13
  8000    353.93
  8001    743.54
  8002    529.35
  8003    748.94
  8004   1428.16
  8005    732.27
  8006    474.07
  8007    747.24
  8008    861.82
  8009    815.75
  8010    605.48
  8011    868.91
  8012    633.96
 34000    330.33
 34001    489.06
 34002    649.41
 34003    587.56
 34004    463.49
 34005   1046.12
 34006    514.72
 34007    661.87
 34008    559.32
 34009    473.16
 34010    619.24
 34011    726.98
 34012    818.96
 34013    590.79
134000    383.70
134001    482.63
134002    589.27
134003    500.60
134004    721.68
134005    610.27
134006    457.56
134007    589.28
134008    597.04
134009    731.60
134010    556.47
134011    769.02
134012    550.23
134013    602.00
 25000    379.55
 25001    703.95
 25002    972.00
 25003    582.57
 25004    592.27
 25005   1129.08
 25006   1083.02
 25007    782.80
 25008    670.95
 25009   1098.58
 25010    361.96
 25011    532.95
 25012    572.25
 49000    393.96
 49001    416.14
 49002    989.38
 49003    459.99
 49004    791.95
 49005    810.84
 49006    558.91
 49007    592.98
 49008    399.53
 49009    489.77
 49010    410.89
 49011    629.82
 49012    532.19
 49013    699.32
 61000    457.44
 61001    576.42
 61002    791.50
 61003    441.12
 61004   1221.66
 61005    962.46
 61006    934.50
 61007    713.00
 61008    579.38
 61009    690.79
 61010   1219.77
 61011   -883.54
 13000    782.41
 13001    672.26
 13002    473.13
 13003    439.46
 13004    771.85
 13005    591.97
 13006   1222.69
 13007    463.39
 13008    439.48
 13009    495.72
 13010    687.35
 13011    856.00
 13012   -708.65
 12000    775.16
 12001    569.25
 12002    431.96
 12003    719.09
 12004    586.01
 12005    397.48
 12006   1056.93
 12007    529.34
 12008   1241.16
 12009    579.29
 12010    422.64
 12011   -735.60
 46000    692.42
 46001    502.13
 46002    692.23
 46003    359.55
 46004    782.80
 46005    527.56
 46006    660.83
 46007    702.13
 46008    938.80
 46009   -466.33
 56000    479.73
 56001    754.11
 56002    639.44
 56003    402.09
 56004    662.88
 56005    540.80
 56006    531.22
 56007    510.09
 56008    594.88
 56009    568.97
 56010    559.32
 56011    469.43
 56012    708.65
 56013    718.65
 56014    419.47
 56015    596.78
118000    377.61
118001    548.01
118002    362.51
118003    426.92
118004    892.36
118005    525.23
118006    579.54
118007    668.43
118008    535.86
118009   1031.19
118010    636.79
118011    497.96
118012    609.51
118013    500.49
118014    622.34
130000    402.85
130001    559.68
130002    438.23
130003    477.96
130004    616.29
130005    811.98
130006    579.57
130007    577.81
130008    679.39
130009    406.25
130010    843.00
130011    691.84
130012    547.69
130013    519.63
 70000    443.87
 70001    507.22
 70002    441.81
 70003    910.11
 70004    478.48
 70005    679.20
 70006    998.94
 70007    751.21
 70008    649.44
 70009    513.75
 70010    499.47
 70011    547.32
 70012    738.97
 70013    781.57
133000    313.11
133001    505.22
133002    549.96
133003    388.86
133004    662.80
133005    549.58
133006    887.78
133007   1094.24
133008    827.21
133009    728.20
133010    543.36
133011    604.85
  5000    323.08
  5001    973.85
  5002    938.43
  5003    750.97
  5004    699.10
  5005    424.70
  5006    661.69
  5007    575.29
  5008    735.42
  5009    732.48
  5010   1102.08
  5011    562.17
  4000    379.58
  4001    468.64
  4002    660.88
  4003    417.24
  4004    514.68
  4005    632.64
  4006   1322.16
  4007   1038.23
  4008    818.27
  4009    532.93
  4010    774.54
  4011    649.16
  4012    659.61
  4013    814.17
  2000    482.21
  2001    632.68
  2002    389.59
  2003    662.56
  2004    559.31
  2005    497.58
  2006    761.51
  2007    609.30
  2008    513.19
  2009    502.25
  2010    863.38
  2011    817.39
  2012    768.11
 71000    361.06
 71001    602.03
 71002   1414.34
 71003    553.36
 71004    807.13
 71005    459.56
 71006    470.42
 71007    557.07
 71008    622.19
 71009    527.72
 71010    850.30
 71011    513.65
 71012    783.62
 71013    622.30
122000    387.11
122001    450.60
122002    591.61
122003    419.38
122004    447.87
122005    581.02
122006    444.52
122007    493.65
122008    619.21
122009   1137.39
122010    629.28
122011    474.98
122012    694.57
  1000    382.55
  1001    627.92
  1002    794.99
  1003    449.40
  1004    529.90
  1005    506.81
  1006    362.55
  1007    791.47
  1008    584.79
  1009    811.56
  1010    664.13
  1011    533.62
  1012   1228.42
  1013    883.80
 26000    429.47
 26001    739.50
 26002    871.98
 26003    475.16
 26004    559.30
 26005    641.45
 26006    934.25
 26007    583.69
 26008    957.79
 26009    453.57
 26010    815.98
 26011    488.53
  9000    291.47
  9001    745.84
  9002    539.31
  9003    530.65
  9004    706.62
  9005    657.07
  9006    704.40
  9007    637.23
  9008    515.15
  9009    659.20
  9010    619.75
  9011    889.57
132000    293.94
132001    580.46
132002    581.64
132003    493.19
132004    602.42
132005    480.11
132006    601.10
132007    445.18
132008    579.12
132009    813.72
132010    521.36
132011    799.27
132012    927.57
132013    504.42
 21000    473.64
 21001    482.68
 21002    710.88
 21003    634.99
 21004    613.46
 21005    511.13
 21006    954.29
 21007    467.51
 21008    439.45
 21009    443.47
 21010    811.75
 21011    494.16
 21012    792.07
 21013   1428.17
 27000    345.04
 27001    546.28
 27002   1003.88
 27003    485.31
 27004    631.42
 27005    597.24
 27006    509.41
 27007   1290.33
 27008    541.47
 27009   -549.44
115000    640.03
115001    669.62
115002    504.87
115003    500.90
115004    607.07
115005    474.98
115006    749.20
115007    779.84
115008   1071.71
115009   1336.57
115010    479.42
115011    459.91
115012    518.37
115013    449.44
115014    660.85
115015    463.13
 22000    421.68
 22001    529.35
 22002    583.54
 22003    478.06
 22004    471.71
 22005    479.37
 22006    572.55
 22007    939.93
 22008    968.75
 22009    569.47
 22010    368.71
 22011    609.96
 22012    889.87
113000    471.90
113001    530.82
113002    635.56
113003    864.00
113004    419.48
113005    421.05
113006    947.40
113007    686.51
113008    549.30
113009    539.29
113010    464.62
113011    786.69
 24000    403.06
 24001   1238.41
 24002    389.58
 24003    342.37
 24004   1165.09
 24005    619.22
 24006    668.40
 24007    468.40
 24008    456.72
 24009    719.10
 24010    639.24
 24011    774.94
 24012    537.21
 24013    490.53
 24014    838.49
 20000    409.12
 20001    711.43
 20002    418.76
 20003    462.65
 20004    609.48
 20005    457.25
 20006    686.72
 20007    815.31
 20008    440.11
 20009   1193.42
 20010    700.60
 20011    574.98
 20012    697.16
125000    332.90
125001   1256.94
125002    429.79
125003   1003.78
125004    439.74
125005    824.39
125006   -788.95
114000    508.50
114001    787.05
114002   1055.04
114003  -1000.71
 64000    538.93
 64001   -501.55
 38000    399.57
 38001   1158.28
 38002    590.98
 38003    455.35
 38004    650.51
 38005    531.99
 38006    471.78
 38007    827.86
 38008    459.47
 38009    431.99
 38010    516.53
 38011    402.99
 38012    387.32
 38013    575.34
 43000    362.33
 43001    428.75
 43002    520.14
 43003   1465.91
 43004    438.98
 43005    496.80
 43006    642.43
 43007   1048.16
 43008    399.51
 43009    802.40
 43010    656.02
 43011    534.47
 43012    808.99
 17000    329.63
 17001    502.89
 17002    382.81
 17003    558.26
 17004    754.21
 17005    396.10
 17006    684.30
 17007    573.86
 17008    619.23
 17009    562.81
 17010    519.41
 17011    390.97
 17012    689.12
 17013    580.78
 40000    334.02
 40001    735.36
 40002    708.12
 40003    559.32
 40004    524.56
 40005    557.07
 40006    501.27
 40007    466.00
 40008    815.52
 40009    863.27
 40010    574.85
 40011    443.11
 40012    689.48
 40013    633.58
 44000    513.56
 44001    743.67
 44002    660.03
 44003    403.35
 44004    359.57
 44005    769.03
 44006    567.99
 44007    469.43
 44008    495.14
 44009    707.91
 44010    562.63
 44011   -536.86
 66000    280.38
 66001    622.97
 66002    478.49
 66003   1078.63
 66004    390.18
 66005    532.43
 66006    599.25
 66007    750.51
 66008    554.38
 66009    389.38
 66010    473.90
!  Display error at msec 1172914.02, tick 117426 in item 66011, frame "kurg   is"
!    moved into video memory 1 tick late
!     (previous frame's duration will have been longer)
!    -- possibly caused by another process taking 1 tick
 66011    472.50
 66012    662.16
 66013    390.07
 66014    520.36
126000    368.67
126001    759.19
126002    563.00
126003    477.63
126004    496.01
126005    501.61
126006    783.88
126007    891.71
126008    933.67
126009    516.68
126010    443.39
126011    872.39
 42000    440.36
 42001    749.72
 42002    778.62
 42003    845.52
 42004    959.08
 42005   1008.39
 42006    458.24
 42007    773.55
 42008   1003.62
 42009    454.33
 42010    539.37
 42011    480.55
 42012    769.01
 28000    354.19
 28001    796.41
 28002    549.54
 28003   1048.67
 28004    640.00
 28005    572.50
 28006    553.16
 28007    625.29
 28008    551.11
 28009    503.18
 28010    489.39
 28011    539.39
 28012   1198.46
 28013    675.38
 28014    494.68
 28015    519.38
 72000    299.74
 72001    549.32
 72002    684.42
 72003    482.01
 72004    524.43
 72005    474.16
 72006    557.58
 72007    803.41
 72008    539.34
 72009    518.19
 72010    493.57
 72011    539.33
 72012    689.09
 72013    457.43
 72014    659.53
 72015    534.32
 36000    528.51
 36001    559.91
 36002    752.05
 36003    412.77
 36004    560.09
 36005    647.65
 36006    602.35
 36007    577.77
 36008    766.32
 36009   1025.25
 36010    402.29
 36011   1618.38
 36012    571.12
 36013    453.41
 36014    623.59
 54000    421.85
 54001   -696.58
  3000    390.63
  3001    904.34
  3002    390.51
  3003    720.06
  3004    677.16
  3005    712.25
  3006    561.25
  3007    420.01
  3008   -404.23

**********************************************************************
Subject 3, 04/08/2009 11:19:22 on PL_LABXP1, refresh 9.99ms, ID AH
  Item       RT
101000   3375.63
101001   3124.11
101002   1408.20
101003   1117.73
101004   1181.56
101005    845.83
101006    902.59
101007   1178.42
101008   1553.97
101009   1088.62
101010   2208.09
101011    976.78
101012    699.12
101013    938.81
102000   1003.10
102001   1052.97
102002    713.56
102003   2255.22
102004    698.78
102005    729.08
102006    893.21
102007    746.39
102008    933.09
102009   1111.28
102010    643.35
102011    599.27
102012    802.86
103000    459.48
103001   1489.64
103002    689.20
103003    771.97
103004   1544.32
103005    629.50
103006    623.47
103007   1055.16
103008    886.26
103009    706.73
103010   1043.94
103011    538.94
103012    628.73
103013    752.94
103014    850.76
104000   1647.88
104001   1100.18
104002    922.36
104003    514.88
104004    524.91
104005    893.71
104006    632.80
104007    649.30
104008   1149.84
104009    601.02
104010    684.78
104011    643.32
104012    575.52
104013    643.33
105000    535.42
105001   1457.13
105002    749.05
105003    818.93
105004    854.94
105005    533.60
105006    764.20
105007   1257.21
105008    792.31
105009    579.20
105010    996.13
105011   1187.75
106000    485.86
106001    854.04
106002    709.16
106003    451.11
106004    916.10
106005    750.60
106006    659.18
106007    833.15
106008    773.89
106009    805.02
106010    759.04
106011    747.30
106012    986.88
106013    948.05
107000   1312.89
107001    840.64
107002    838.95
107003    603.05
107004   1606.95
107005   1051.35
107006    982.77
107007    823.48
107008    759.05
107009   1196.68
107010    731.05
107011   1028.69
107012   1449.56
108000    419.54
108001   1237.08
108002   1151.20
108003    709.12
108004    611.96
108005    832.58
108006    660.47
108007    741.70
108008    965.39
108009   1358.29
108010    851.32
108011    510.07
108012    881.96
108013    669.38
 67000    591.24
 67001    529.34
 67002    791.07
 67003    581.47
 67004    914.70
 67005   1332.86
 67006   1101.62
 67007    919.19
 67008    871.85
 67009    815.79
 67010    727.68
 67011   1038.68
 67012    721.21
 67013    678.26
 67014   1073.73
 67015   1287.54
 11000    501.31
 11001   1038.68
 11002    549.31
 11003    595.25
 11004   1119.71
 11005    570.60
 11006    850.50
 11007    705.89
 11008   1328.29
 11009    924.31
 11010    769.24
 11011    829.80
 11012    759.00
 60000    599.35
 60001    640.94
 60002    643.57
 60003    590.44
 60004   1227.07
 60005    668.97
 60006    847.79
 60007    699.49
 60008    685.09
 60009   1227.00
 60010    678.72
 60011    559.30
 60012    657.22
 60013    733.82
 60014    838.86
 60015    770.84
 47000    519.39
 47001    852.95
 47002    501.58
 47003    693.73
 47004    719.09
 47005    625.14
 47006   1128.86
 47007   1218.31
 47008    749.58
 47009    609.21
 47010    607.87
 47011    654.13
 47012    554.96
116000    804.44
116001   1760.24
116002    769.71
116003    594.62
116004   1022.34
116005   1183.42
116006    663.34
116007    848.99
116008    940.98
116009   1167.62
116010    589.27
116011    932.93
116012   2135.95
116013    855.77
 56000    521.64
 56001    691.67
 56002   1377.32
 56003    697.90
 56004    858.91
 56005  -2280.03
 50000    809.14
 50001   1485.16
 50002    908.82
 50003    619.46
 50004    813.93
 50005    630.14
 50006    781.79
 50007   1078.84
 50008    798.46
 50009   1192.94
 50010    884.70
 50011    715.73
 50012    842.77
 64000    474.59
 64001   1788.27
 64002    820.21
 64003   1014.51
 64004   1040.92
 64005    663.76
 64006    757.64
 64007    870.41
 64008    680.28
 64009    970.06
 64010    713.60
 64011    613.03
 64012   1008.72
 64013    759.05
 64014    704.73
 41000    411.72
 41001   1098.60
 41002   2037.19
 41003    789.00
 41004    729.22
 41005    687.79
 41006    529.35
 41007   1209.77
 41008   2598.98
 41009    916.79
 41010    561.65
 41011   1047.57
 41012    598.90
 41013    649.19
 41014   1087.96
 24000    382.94
 24001   1609.72
 24002    678.92
 24003    984.53
 24004   1731.23
 24005    750.57
 24006   2266.59
 24007    847.69
 24008    679.13
 24009   1390.54
 24010    729.99
 24011   1536.36
 24012    598.39
 24013    970.74
 24014    698.30
  6000    619.34
  6001    789.00
  6002    704.18
  6003    584.32
  6004    948.79
  6005    657.14
  6006   1249.34
  6007    614.80
  6008    749.46
  6009    666.02
  6010   1082.22
  6011    916.28
  6012    743.70
  6013    760.89
 12000    700.08
 12001    704.98
 12002    813.62
 12003    669.15
 12004    777.57
 12005    979.47
 12006    815.48
 12007    782.05
 12008   1398.89
 12009    684.96
 12010    580.94
 12011   1115.21
 12012    888.82
 12013    750.03
 12014   -787.38
 34000    480.99
 34001    779.02
 34002    839.28
 34003    781.81
 34004    749.05
 34005    723.43
 34006    843.62
 34007    875.89
 34008    905.58
 34009   1017.38
 34010    707.27
 34011    864.87
 34012    807.78
 34013    570.37
123000    539.93
123001   1016.13
123002   1771.95
123003   1945.85
123004    739.13
123005    559.30
123006    631.84
123007   1330.15
123008    756.86
123009    594.19
123010    612.28
123011    957.26
123012    868.15
123013    691.11
123014    501.26
  2000    871.41
  2001    671.94
  2002    938.80
  2003   1370.30
  2004   1019.05
  2005    779.07
  2006   1020.94
  2007    829.97
  2008   1012.11
  2009    569.77
  2010    776.21
  2011    700.10
  2012    711.97
  3000    666.91
  3001    723.53
  3002  -1709.81
 68000    563.09
 68001    642.53
 68002    848.46
 68003   1125.59
 68004    758.31
 68005    759.04
 68006    691.26
 68007    759.05
 68008    742.04
 68009    584.05
 68010    921.21
 68011    607.05
 68012   1054.75
 68013   1090.45
 68014    831.33
 68015    990.05
 18000    539.43
 18001   1389.65
 18002    522.03
 18003    739.06
 18004    836.62
 18005    610.51
 18006    948.86
 18007    644.99
 18008    992.26
 18009    652.57
 18010    785.95
 18011    659.17
 18012   -714.36
 39000    692.61
 39001   1080.62
 39002   2855.58
 39003    878.59
 39004    777.62
 39005   1573.03
 39006    776.82
 39007    801.00
 39008    718.94
 39009   1316.73
 39010    691.96
 39011    647.79
 39012    759.81
 40000    579.36
 40001    818.96
 40002    940.91
 40003    691.22
 40004    584.31
 40005    709.12
 40006    813.11
 40007    684.91
 40008    761.80
 40009   1701.10
 40010    602.06
 40011    671.12
 40012   1921.05
 40013   2181.24
112000    608.92
112001    683.92
112002    899.66
112003    997.23
112004    728.28
112005    588.52
112006   1011.68
112007    967.66
112008    853.11
112009    515.06
112010    703.12
112011    742.66
112012    523.28
 36000    589.31
 36001   1212.64
 36002   1698.42
 36003    591.10
 36004    556.66
 36005   1222.42
 36006    858.90
 36007    818.33
 36008   1020.41
 36009   1640.57
 36010    674.97
 36011   1528.03
 36012    693.13
 36013   -709.11
 71000    629.31
 71001    612.34
 71002   1418.34
 71003    699.71
 71004    674.79
 71005    599.54
 71006    783.64
 71007   -669.16
119000     70.00
119001   1732.62
