
Subjects incorporated to date: 019
Data file started on machine PL_LABXP1

**********************************************************************
Subject 1, 05/04/2009 15:34:38 on PL_LABXP1, refresh 9.99ms, ID EP
  Item       RT
 66004   1013.04
 66005    758.15
 66006    965.84
 66007    549.32
 66008    649.06
 66009    704.90
 66010    603.16
 66011    568.38
 66012   1372.03
 66013    694.00
 66014    651.16
 53000    561.16
 53001   1170.53
 53002    609.24
 53003    612.41
 53004   1887.61
 53005    489.40
 53006    672.77
 53007    744.63
 53008    499.38
 53009    611.53
 53010    902.48
 53011    536.64
 53012    611.84
 53013   1373.57
 53014    502.39
 49000    567.92
 49001    509.93
 49002    739.86
 49003    560.18
 49004   1043.93
 49005    568.47
 49006    816.68
 49007   2020.97
 49008    762.13
 49009    834.01
 49010    723.55
 49011    731.80
 49012    626.57
 49013    691.72
 63000    479.67
 63001    600.54
 63002    851.89
 63003  -2136.36
 17000    388.38
 17001    724.95
 17002    569.29
 17003   1343.66
 17004    675.01
 17005    807.42
 17006   1283.57
 17007    536.36
 17008   1790.90
 17009    788.69
 17010    550.11
 17011    899.25
 17012    854.98
 17013   1519.38
115000    498.43
115001    566.94
115002    753.61
115003    769.02
115004   1066.31
115005    734.02
115006   1183.49
115007    549.32
115008   -952.52
  9000    484.59
  9001    684.16
  9002    694.37
  9003    748.13
  9004    602.74
  9005    908.86
  9006   2173.41
  9007   1158.55
  9008   2430.20
  9009    747.24
  9010    776.61
  9011    899.87
 43000    497.60
 43001   1568.28
 43002    549.32
 43003    911.94
 43004    898.41
 43005    818.98
 43006   1025.33
 43007   1831.52
 43008    551.82
 43009    703.40
 43010    679.98
 43011    540.90
 43012   1037.42
 62000    652.88
 62001    819.34
 62002    760.16
 62003    659.37
 62004   2157.27
 62005    722.97
 62006    978.77
 62007    801.29
 62008    580.37
 62009    703.16
 62010   1178.52
 62011   1359.54
 62012    895.56
 62013    767.39
 51000    630.38
 51001    861.98
 51002    610.30
 51003   1481.35
 51004    852.68
 51005    692.90
 51006    988.76
 51007    903.49
 51008    730.99
 51009    735.20
 51010    808.60
 51011    655.21
 51012    745.02
 51013   1094.68
 51014    619.23
133000    452.50
133001    532.92
133002    898.90
133003   1858.37
133004    486.13
133005    986.90
133006    805.87
133007   3536.71
133008   1574.41
133009    696.73
133010   1124.46
133011    692.21
 20000    456.49
 20001    682.20
 20002   1920.73
 20003    540.10
 20004    921.68
 20005   2178.28
 20006    753.82
 20007    852.42
 20008    958.80
 20009    825.85
 20010   1108.61
 20011    752.49
 20012    892.13
 64000    481.30
 64001   1160.93
 64002    616.39
 64003    670.91
 64004    808.99
 64005    703.69
 64006    614.74
 64007    705.52
 64008    819.68
 64009    525.25
 64010    789.81
 64011    857.27
 64012    579.29
 64013    469.96
 64014   1060.21
 28000    484.39
 28001   1891.95
 28002    862.53
 28003    932.12
 28004    634.43
 28005   1304.63
 28006    950.31
 28007    699.13
 28008    909.01
 28009    435.64
 28010   1254.96
 28011    499.38
 28012   1960.04
 28013    737.69
 28014    788.79
 28015    890.32
131000    493.60
131001   1717.45
